datetime,open,high,low,close,volume,price
2020-07-30 16:00:00,1288.17563948338,1299.996313509794,1335.771111394596,1327.2055184172682,2041.94192255505,11020.31
2020-07-30 17:00:00,1325.8536947707419,1345.554775651807,1329.3296291246118,1331.4381059926986,8689.36390295605,11029.06
2020-07-30 18:00:00,1329.6375809651072,1347.2418666242875,1357.3470252713973,1369.8524592675533,-583.5284691978768,11055.0
2020-07-30 19:00:00,1368.6956756022014,1339.1157861817278,1353.0157770577346,1347.2436127574138,-320.8078205292379,11102.0
2020-07-30 20:00:00,1346.036089755152,1371.8847285291483,1375.7874014434633,1383.036650361264,781.0360648030622,11130.69
2020-07-30 21:00:00,1381.8051450876262,1391.3855156503519,1398.2129422331425,1380.442113721079,-547.5788222135768,11151.55
2020-07-30 22:00:00,1379.4079249471222,1382.3787666873736,1345.2728836964643,1345.5393216251503,1188.1548464046168,11098.1
2020-07-30 23:00:00,1344.395139539388,1340.5697895998364,1344.8535499952393,1335.125729766267,-1707.7828625908928,11178.04
2020-07-31 00:00:00,1334.2237668112368,1315.412088139695,1335.0009854334282,1324.095609988889,-4484.614359739847,11111.96
2020-07-31 01:00:00,1323.5470862311752,1340.2792568299028,1295.4005049701932,1314.372992161345,360.57967672428026,11060.94
2020-07-31 02:00:00,1315.5762755010855,1317.4802785132456,1329.8917044466652,1328.2340310860607,-2544.3516499529737,11028.46
2020-07-31 03:00:00,1327.9788166714472,1325.8538887896743,1366.616750130095,1349.072056926036,-5344.991345885339,11006.78
2020-07-31 04:00:00,1348.5834438636061,1346.7302185353933,1364.9609049873707,1349.2092657372232,-3506.1830207007024,10988.59
2020-07-31 05:00:00,1349.0136723704125,1372.4544421790376,1111.5775480625878,1229.2432633237784,19470.821737876497,11060.86
2020-07-31 06:00:00,1247.3164147151065,1296.8422608603444,1257.860622913681,1290.8448731868614,6617.2562186902205,11049.47
2020-07-31 07:00:00,1289.8858623448339,1319.117204487687,1307.7368651621587,1322.0233871513876,3540.7303976967287,11151.49
2020-07-31 08:00:00,1320.9771539928117,1303.6469713121514,1327.338203466295,1309.8414301634368,-1407.5160950813251,11140.65
2020-07-31 09:00:00,1308.9134751896133,1323.114600672933,1341.7815810438728,1327.4818313403068,-928.744342259567,11138.15
2020-07-31 10:00:00,1326.4101593338355,1317.7262249018688,1343.2707889577916,1331.272641321407,-2531.680327964752,11126.96
2020-07-31 11:00:00,1330.309073759781,1319.2600355814782,1314.3679575604592,1309.8680681771864,-13.814941472639475,11185.49
2020-07-31 12:00:00,1308.927884701333,1299.8252472157826,1263.9521584231086,1293.6905071997312,5134.768407458181,11231.87
2020-07-31 13:00:00,1292.6766182524814,1303.7760095410729,1313.2040705840873,1303.5948156177471,2703.5178874785574,11248.45
2020-07-31 14:00:00,1302.397974602731,1315.9069918835444,1267.1252457535918,1305.0596417993916,7185.505575992327,11161.76
2020-07-31 15:00:00,1304.258972190062,1318.6871502199263,1307.7492601690726,1330.4544027301724,3376.473347051701,11254.55
2020-07-31 16:00:00,1329.282535937415,1345.5845573290535,1370.7914804709715,1367.7619777739317,3159.5886200149725,11355.05
2020-07-31 17:00:00,1366.9555272723983,1390.8020505626282,1366.1094594056142,1372.6596230786292,9516.450034003854,11362.45
2020-07-31 18:00:00,1371.5113637345964,1393.9220826576538,1394.214205873896,1411.7109193344265,793.650640078507,11289.21
2020-07-31 19:00:00,1411.2463225925933,1388.9830550757229,1393.6140308302854,1393.4216781187315,987.0449947614911,11249.97
2020-07-31 20:00:00,1393.0000603132007,1421.5771676709326,1418.7141548033505,1428.207261672311,1731.729471055766,11326.36
2020-07-31 21:00:00,1427.8163285402975,1441.612879406194,1438.0439661265464,1427.4548536803354,781.1096076047604,11336.75
2020-07-31 22:00:00,1427.2434515358773,1436.5844314554793,1390.5252192110174,1398.419052387624,2540.761334651066,11387.66
2020-07-31 23:00:00,1398.020090413311,1399.283530537825,1394.2495598363523,1389.9288115529257,-383.64419779031823,11313.07
2020-08-01 00:00:00,1389.5997553237942,1376.817146469656,1386.8491594399372,1382.565462972969,-3326.262538693106,11343.68
2020-08-01 01:00:00,1382.35658167178,1403.2722405083498,1353.2552445271494,1375.760913208704,1231.0034553073933,11256.93
2020-08-01 02:00:00,1375.1994396913901,1380.3751838164455,1386.1704536475256,1387.9020938026836,-1992.2676261771876,11276.72
2020-08-01 03:00:00,1387.1786649661008,1388.3144776065149,1419.339994758224,1405.5008358387129,-4400.601324741419,11342.51
2020-08-01 04:00:00,1404.7866874524962,1405.0469920658072,1418.4214769806026,1405.6658131186132,-3264.7545459509774,11373.99
2020-08-01 05:00:00,1405.3221917833775,1426.3993607130842,1189.289501482088,1295.107627306499,17301.552749414433,11396.22
2020-08-01 06:00:00,1310.9141707653994,1356.1884117206305,1319.519957959164,1350.7844457723472,5641.346487518333,11614.52
2020-08-01 07:00:00,1349.854269255199,1376.839071724497,1365.3011406296778,1379.6046857964334,2876.513429539272,11656.35
2020-08-01 08:00:00,1378.6177669246492,1364.2261133224638,1385.6672618610537,1370.711064989331,-1669.545292956619,11666.32
2020-08-01 09:00:00,1369.8885021543824,1383.5284428974578,1399.2335022588177,1387.340390651212,-937.2914868308926,11685.68
2020-08-01 10:00:00,1386.4301414422048,1381.617629942521,1402.1269797359728,1395.1930390598532,-2113.991901609618,11712.84
2020-08-01 11:00:00,1394.3846392489947,1385.9149466552103,1373.302956077007,1375.2061919589746,749.9556930244203,11637.94
2020-08-01 12:00:00,1374.4054053571444,1368.267561264392,1331.4155253840668,1362.3623977485374,5269.470288217954,11669.01
2020-08-01 13:00:00,1361.4904420498458,1373.8706393225245,1372.9900128849088,1371.8763246623741,3555.121563120543,11678.19
2020-08-01 14:00:00,1370.8351316929318,1384.236166616511,1331.4261661254036,1372.8716779114372,7690.827300787065,11544.99
